PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;056;14;06;02;13;01;11;00013;V;00014;V;00006;V;00005;V;00004;V;00003;V;00003;V;00002;V;00003;V;00004;V;00006;V;00011;V;00014;V;00014;V;00017;V;00018;V;00021;V;00019;V;00017;V;00020;V;00021;V;00011;V;00006;V;00005;V
28;079;056;14;06;02;13;01;12;00004;V;00005;V;00004;V;00005;V;00004;V;00004;V;00002;V;00007;V;00020;V;00025;V;00030;V;00039;V;00043;V;00047;V;00051;V;00053;V;00055;V;00052;V;00044;V;00045;V;00042;V;00043;V;00038;V;00043;V
28;079;056;14;06;02;13;01;13;00049;V;00046;V;00047;V;00051;V;00052;V;00032;V;00048;V;00046;V;00043;V;00052;V;00054;V;00058;V;00058;V;00055;V;00051;V;00055;V;00053;V;00042;V;00037;V;00038;V;00035;V;00026;V;00034;V;00027;V
28;079;056;14;06;02;13;01;14;00034;V;00023;V;00027;V;00026;V;00010;V;00004;V;00014;V;00008;V;00018;V;00021;V;00034;V;00042;V;00043;V;00046;V;00050;V;00050;V;00047;V;00038;V;00031;V;00030;V;00034;V;00028;V;00023;V;00035;V
28;079;056;14;06;02;13;01;15;00049;V;00051;V;00043;V;00031;V;00052;V;00057;V;00034;V;00030;V;00029;V;00032;V;00034;V;00048;V;00049;V;00050;V;00053;V;00047;V;00043;V;00039;V;00036;V;00035;V;00042;V;00046;V;00044;V;00045;V
28;079;056;14;06;02;13;01;16;00052;V;00054;V;00035;V;00058;V;00055;V;00056;V;00049;V;00034;V;00017;V;00017;V;00025;V;00029;V;00037;V;00036;V;00033;V;00037;V;00033;V;00033;V;00026;V;00023;V;00022;V;00022;V;00025;V;00043;V
28;079;056;14;06;02;13;01;17;00053;V;00035;V;00055;V;00056;V;00057;V;00056;V;00045;V;00030;V;00020;V;00038;V;00046;V;00051;V;00047;V;00043;V;00039;V;00043;V;00030;V;00015;V;00016;V;00011;V;00018;V;00013;V;00020;V;00037;V
28;079;056;14;06;02;13;01;18;00024;V;00040;V;00037;V;00034;V;00035;V;00035;V;00030;V;00024;V;00018;V;00019;V;00024;V;00032;V;00035;V;00036;V;00042;V;00043;V;00038;V;00040;V;00041;V;00038;V;00041;V;00045;V;00051;V;00028;V
28;079;056;14;06;02;13;01;19;00040;V;00047;V;00050;V;00045;V;00043;V;00044;V;00044;V;00042;V;00060;V;00058;V;00057;V;00059;V;00056;V;00058;V;00047;V;00041;V;00037;V;00039;V;00023;V;00031;V;00033;V;00052;V;00034;V;00059;V
28;079;056;14;06;02;13;01;20;00061;V;00064;V;00061;V;00062;V;00060;V;00053;V;00062;V;00062;V;00057;V;00055;V;00059;V;00057;V;00052;V;00055;V;00056;V;00051;V;00052;V;00050;V;00040;V;00041;V;00040;V;00021;V;00029;V;00038;V
28;079;056;14;06;02;13;01;21;00042;V;00045;V;00045;V;00046;V;00053;V;00059;V;00056;V;00039;V;00020;V;00035;V;00045;V;00051;V;00053;V;00054;V;00057;V;00055;V;00054;V;00046;V;00027;V;00018;V;00012;V;00017;V;00015;V;00025;V
28;079;056;14;06;02;13;01;22;00017;V;00027;V;00029;V;00027;V;00046;V;00047;V;00030;V;00008;V;00008;V;00024;V;00020;V;00032;V;00033;V;00028;V;00024;V;00029;V;00048;V;00053;V;00043;V;00007;V;00025;V;00050;V;00051;V;00051;V
28;079;056;14;06;02;13;01;23;00057;V;00065;V;00067;V;00076;V;00075;V;00070;V;00061;V;00047;V;00038;V;00040;V;00056;V;00061;V;00060;V;00061;V;00060;V;00051;V;00048;V;00048;V;00026;V;00034;V;00035;V;00036;V;00040;V;00045;V
28;079;056;14;06;02;13;01;24;00047;V;00047;V;00047;V;00048;V;00051;V;00052;V;00042;V;00034;V;00035;V;00045;V;00063;V;00065;V;00064;V;00060;V;00058;V;00057;V;00055;V;00030;V;00031;V;00034;V;00022;V;00010;V;00030;V;00039;V
28;079;056;14;06;02;13;01;25;00031;V;00017;V;00008;V;00005;V;00005;V;00004;V;00008;V;00007;V;00005;V;00005;V;00005;V;00008;V;00033;V;00048;V;00048;V;00052;V;00029;V;00040;V;00023;V;00016;V;00010;V;00015;V;00019;V;00015;V
28;079;056;14;06;02;13;01;26;00012;V;00031;V;00038;V;00034;V;00027;V;00019;V;00036;V;00048;V;00037;V;00042;V;00035;V;00039;V;00050;V;00050;V;00047;V;00038;V;00059;V;00024;V;00023;V;00011;V;00004;V;00004;V;00004;V;00004;V
28;079;056;14;06;02;13;01;27;00004;V;00003;V;00004;V;00003;V;00004;V;00004;V;00004;V;00003;V;00004;V;00005;V;00024;V;00027;V;00032;V;00032;V;00021;V;00038;V;00035;V;00035;V;00030;V;00029;V;00027;V;00034;V;00056;V;00062;V
28;079;056;14;06;02;13;01;28;00062;V;00061;V;00062;V;00063;V;00063;V;00051;V;00044;V;00032;V;00018;V;00023;V;00031;V;00031;V;00034;V;00027;V;00054;V;00053;V;00051;V;00043;V;00019;V;00004;V;00004;V;00004;V;00004;V;00004;V
28;079;056;14;06;02;13;01;29;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00005;V;00008;V;00006;V;00017;V;00018;V;00018;V;00014;V;00007;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V
28;079;056;14;06;02;13;01;30;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00004;V;00004;V;00004;V;00004;V;00005;V;00004;V;00011;V;00014;V;00013;V;00016;V;00020;V;00013;V;00004;V;00004;V;00003;V;00003;V;00004;V;00004;V
28;079;056;14;06;02;13;01;31;00003;V;00003;V;00003;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00003;V;00006;V;00010;V;00014;V;00018;V;00016;V;00012;V;00006;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V
28;079;057;01;38;02;13;01;01;00004;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00009;V;00012;V;00009;V;00009;V;00008;V
28;079;057;01;38;02;13;01;02;00008;V;00007;V;00006;V;00005;V;00005;V;00006;V;00004;V;00004;V;00003;V;00003;V;00004;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V
28;079;057;01;38;02;13;01;03;00005;V;00005;V;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V;00007;V;00005;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00014;V;00022;V;00016;V;00011;V;00010;V;00007;V
28;079;057;01;38;02;13;01;04;00005;V;00004;V;00005;V;00004;V;00004;V;00003;V;00003;V;00004;V;00005;V;00006;V;00005;V;00005;V;00005;V;00006;V;00007;V;00009;V;00010;V;00011;V;00017;V;00018;V;00021;V;00018;V;00018;V;00019;V
28;079;057;01;38;02;13;01;05;00014;V;00009;V;00007;V;00006;V;00006;V;00005;V;00005;V;00005;V;00004;V;00004;V;00005;V;00007;V;00007;V;00009;V;00011;V;00010;V;00010;V;00010;V;00014;V;00021;V;00021;V;00016;V;00013;V;00011;V
28;079;057;01;38;02;13;01;06;00009;V;00007;V;00006;V;00005;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00005;V;00006;V;00008;V;00010;V;00010;V;00011;V;00010;V;00010;V;00010;V;00013;V;00014;V;00011;V;00009;V
28;079;057;01;38;02;13;01;07;00007;V;00006;V;00005;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00005;V;00006;V;00006;V;00006;V;00005;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V;00004;V
28;079;057;01;38;02;13;01;08;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00004;V;00004;V;00004;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V
28;079;057;01;38;02;13;01;09;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00005;V;00004;V;00003;V;00003;V;00005;V;00007;V;00008;V;00008;V;00008;V;00008;V;00008;V;00009;V;00008;V;00007;V;00006;V
28;079;057;01;38;02;13;01;10;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00005;V;00006;V;00006;V;00007;V;00007;V;00008;V;00007;V;00007;V;00007;V;00007;V;00007;V;00008;V;00010;V;00013;V;00014;V;00011;V;00009;V;00007;V
28;079;057;01;38;02;13;01;11;00007;V;00007;V;00007;V;00006;V;00006;V;00006;V;00006;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00007;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V
28;079;057;01;38;02;13;01;12;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V
28;079;057;01;38;02;13;01;13;00005;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00004;V;00004;V;00003;V;00003;V
28;079;057;01;38;02;13;01;14;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00005;V;00005;V;00006;V;00008;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00005;V;00005;V;00005;V;00004;V
28;079;057;01;38;02;13;01;15;00004;V;00004;V;00003;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00003;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V
28;079;057;01;38;02;13;01;16;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00002;V;00003;V;00003;V;00004;V;00004;V;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V
28;079;057;01;38;02;13;01;17;00005;V;00005;V;00004;V;00005;V;00005;V;00004;V;00005;V;00005;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V
28;079;057;01;38;02;13;01;18;00006;V;00006;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V
28;079;057;01;38;02;13;01;19;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00007;V;00005;V;00004;V;00004;V
28;079;057;01;38;02;13;01;20;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V
28;079;057;01;38;02;13;01;21;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00006;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00004;V
28;079;057;01;38;02;13;01;22;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V
28;079;057;01;38;02;13;01;23;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00002;V;00002;V;00003;V;00003;V;00004;V;00004;V;00004;V;00005;V;00005;V;00004;V;00004;V;00004;V;00003;V
28;079;057;01;38;02;13;01;24;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00007;V;00006;V;00007;V;00007;V;00007;V
28;079;057;01;38;02;13;01;25;00007;V;00006;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00007;V;00009;V;00008;V;00009;V;00010;V;00008;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V
28;079;057;01;38;02;13;01;26;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00005;V;00006;V;00008;V;00007;V;00011;V;00010;V;00011;V
28;079;057;01;38;02;13;01;27;00010;V;00010;V;00008;V;00008;V;00006;V;00006;V;00006;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00005;V;00005;V;00005;V;00004;V;00004;V
28;079;057;01;38;02;13;01;28;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00006;V;00006;V;00006;V;00006;V;00006;V;00005;V;00006;V;00007;V;00008;V;00008;V;00010;V;00009;V;00010;V
28;079;057;01;38;02;13;01;29;00010;V;00008;V;00006;V;00005;V;00004;V;00004;V;00004;V;00005;V;00006;V;00006;V;00006;V;00006;V;00008;V;00008;V;00007;V;00008;V;00009;V;00009;V;00009;V;00012;V;00013;V;00014;V;00015;V;00010;V
28;079;057;01;38;02;13;01;30;00008;V;00007;V;00005;V;00005;V;00005;V;00004;V;00005;V;00006;V;00009;V;00007;V;00005;V;00006;V;00021;V;00009;V;00012;V;00012;V;00011;V;00011;V;00012;V;00013;V;00011;V;00014;V;00015;V;00011;V
28;079;057;01;38;02;13;01;31;00010;V;00009;V;00008;V;00007;V;00006;V;00006;V;00006;V;00006;V;00007;V;00008;V;00007;V;00007;V;00007;V;00008;V;00008;V;00009;V;00010;V;00010;V;00012;V;00010;V;00010;V;00010;V;00010;V;00010;V
28;079;057;06;48;02;13;01;01;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.7;V;000.9;V;000.6;V;000.7;V;000.7;V
28;079;057;06;48;02;13;01;02;000.8;V;000.6;V;000.5;V;000.5;V;000.5;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;057;06;48;02;13;01;03;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.5;V;000.5;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;001.2;V;001.9;V;001.1;V;000.7;V;000.8;V;000.6;V
28;079;057;06;48;02;13;01;04;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.4;V;000.5;V;000.6;V;000.4;V;000.5;V;000.3;V;000.4;V;000.5;V;000.6;V;000.7;V;000.7;V;001.3;V;001.3;V;001.6;V;001.5;V;001.8;V;001.7;V
28;079;057;06;48;02;13;01;05;001.1;V;000.7;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.4;V;000.3;V;000.5;V;000.4;V;000.4;V;000.5;V;000.6;V;000.7;V;000.6;V;000.6;V;000.6;V;001.1;V;001.7;V;001.5;V;001.4;V;001.1;V;001.1;V
28;079;057;06;48;02;13;01;06;000.9;V;000.7;V;000.5;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;000.6;V;000.6;V;000.5;V;000.6;V;000.9;V;000.9;V;001.1;V;001.2;V;001.2;V
28;079;057;06;48;02;13;01;07;000.8;V;000.6;V;000.6;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.7;V;000.7;V;000.6;V;000.6;V;000.6;V;000.5;V;000.5;V;000.6;V;000.6;V;000.6;V;000.5;V
28;079;057;06;48;02;13;01;08;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.4;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.5;V;000.3;V
28;079;057;06;48;02;13;01;09;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.6;V;000.5;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.5;V
28;079;057;06;48;02;13;01;10;000.5;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.5;V;000.6;V;000.7;V;000.7;V;000.7;V;000.6;V;000.5;V;000.5;V;000.5;V;000.6;V;000.6;V;000.8;V;001.2;V;001.2;V;001.0;V;000.9;V;000.6;V
28;079;057;06;48;02;13;01;11;000.5;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.6;V;000.4;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.3;V
28;079;057;06;48;02;13;01;12;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;057;06;48;02;13;01;13;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V
28;079;057;06;48;02;13;01;14;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.5;V;000.6;V;000.7;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V
28;079;057;06;48;02;13;01;15;000.2;V;000.2;N;000.1;N;000.1;N;000.1;N;000.1;N;000.1;N;000.1;N;000.1;N;000.1;N;000.1;N;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V
28;079;057;06;48;02;13;01;16;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.2;V
28;079;057;06;48;02;13;01;17;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V
28;079;057;06;48;02;13;01;18;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V
28;079;057;06;48;02;13;01;19;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V
28;079;057;06;48;02;13;01;20;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;057;06;48;02;13;01;21;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V
28;079;057;06;48;02;13;01;22;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V
28;079;057;06;48;02;13;01;23;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;057;06;48;02;13;01;24;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.5;V;000.4;V
28;079;057;06;48;02;13;01;25;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.6;V;000.9;V;000.6;V;000.7;V;000.6;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V
28;079;057;06;48;02;13;01;26;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;000.5;V;000.5;V;000.9;V;000.9;V;001.0;V
28;079;057;06;48;02;13;01;27;000.8;V;000.8;V;000.6;V;000.5;V;000.5;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V
28;079;057;06;48;02;13;01;28;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V;000.6;V;000.8;V;000.7;V
28;079;057;06;48;02;13;01;29;000.8;V;000.6;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.4;V;000.7;V;000.6;V;000.5;V;000.3;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.6;V;000.8;V;001.0;V;001.2;V;001.4;V;000.7;V
28;079;057;06;48;02;13;01;30;000.6;V;000.5;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.5;V;001.0;V;000.6;V;000.4;V;000.3;V;000.3;V;000.5;V;000.7;V;000.7;V;000.7;V;000.7;V;000.8;V;001.0;V;000.7;V;001.2;V;001.5;V;000.8;V
28;079;057;06;48;02;13;01;31;000.8;V;000.9;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;000.7;V;000.5;V;000.4;V;000.3;V;000.5;V;000.5;V;000.6;V;000.6;V;000.5;V;000.7;V;000.6;V;000.7;V;000.8;V;000.8;V;000.9;V
28;079;057;07;08;02;13;01;01;00002;V;00006;V;00003;V;00002;V;00001;V;00001;V;00001;V;00003;V;00003;V;00002;V;00004;V;00003;V;00006;V;00012;V;00021;V;00017;V;00011;V;00010;V;00034;V;00104;V;00198;V;00074;V;00107;V;00088;V
28;079;057;07;08;02;13;01;02;00127;V;00076;V;00052;V;00050;V;00060;V;00065;V;00017;V;00004;V;00005;V;00005;V;00010;V;00030;V;00015;V;00011;V;00007;V;00003;V;00004;V;00012;V;00025;V;00014;V;00005;V;00005;V;00002;V;00001;V
28;079;057;07;08;02;13;01;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00012;V;00109;V;00031;V;00011;V;00009;V;00012;V;00014;V;00010;V;00018;V;00013;V;00018;V;00302;V;00580;V;00315;V;00172;V;00134;V;00061;V
28;079;057;07;08;02;13;01;04;00007;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00012;V;00044;V;00089;V;00042;V;00018;V;00025;V;00051;V;00055;V;00060;V;00087;V;00142;V;00365;V;00352;V;00465;V;00366;V;00362;V;00374;V
28;079;057;07;08;02;13;01;05;00226;V;00101;V;00043;V;00047;V;00046;V;00041;V;00048;V;00024;V;00015;V;00029;V;00044;V;00046;V;00059;V;00076;V;00082;V;00073;V;00065;V;00075;V;00231;V;00497;V;00473;V;00322;V;00210;V;00197;V
28;079;057;07;08;02;13;01;06;00137;V;00084;V;00042;V;00028;V;00012;V;00010;V;00007;V;00005;V;00011;V;00012;V;00018;V;00020;V;00025;V;00040;V;00050;V;00046;V;00051;V;00039;V;00066;V;00114;V;00218;V;00273;V;00154;V;00133;V
28;079;057;07;08;02;13;01;07;00073;V;00033;V;00025;V;00020;V;00018;V;00015;V;00004;V;00013;V;00004;V;00012;V;00037;V;00035;V;00047;V;00069;V;00082;V;00073;V;00048;V;00044;V;00038;V;00029;V;00040;V;00039;V;00028;V;00021;V
28;079;057;07;08;02;13;01;08;00006;V;00002;V;00001;V;00001;V;00002;V;00002;V;00005;V;00016;V;00032;V;00041;V;00032;V;00029;V;00031;V;00042;V;00043;V;00027;V;00023;V;00045;V;00038;V;00031;V;00042;V;00028;V;00012;V;00003;V
28;079;057;07;08;02;13;01;09;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00005;V;00029;V;00066;V;00052;V;00017;V;00038;V;00051;V;00067;V;00078;V;00082;V;00074;V;00086;V;00095;V;00096;V;00086;V;00060;V;00038;V
28;079;057;07;08;02;13;01;10;00044;V;00049;V;00050;V;00039;V;00034;V;00031;V;00037;V;00048;V;00062;V;00081;V;00103;V;00101;V;00086;V;00060;V;00047;V;00058;V;00063;V;00079;V;00149;V;00264;V;00297;V;00192;V;00132;V;00055;V
28;079;057;07;08;02;13;01;11;00034;V;00059;V;00050;V;00019;V;00012;V;00022;V;00025;V;00021;V;00037;V;00031;V;00023;V;00031;V;00024;V;00027;V;00039;V;00058;V;00034;V;00020;V;00022;V;00027;V;00015;V;00021;V;00011;V;00002;V
